"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2024 03:00:00 - 01/01/2024 03:15:00","BZN|DE-LU","Sequence 2","22.4","",""
"01/01/2024 03:15:00 - 01/01/2024 03:30:00","BZN|DE-LU","Sequence 1","-0.01","",""
"01/01/2024 03:15:00 - 01/01/2024 03:30:00","BZN|DE-LU","Sequence 2","-0.08","",""
"01/01/2024 03:30:00 - 01/01/2024 03:45:00","BZN|DE-LU","Sequence 1","-0.01","",""
"01/01/2024 03:30:00 - 01/01/2024 03:45:00","BZN|DE-LU","Sequence 2","-32.41","",""
"01/01/2024 03:45:00 - 01/01/2024 04:00:00","BZN|DE-LU","Sequence 1","-0.01","",""
"01/01/2024 03:45:00 - 01/01/2024 04:00:00","BZN|DE-LU","Sequence 2","5.08","",""
"01/01/2024 04:00:00 - 01/01/2024 04:15:00","BZN|DE-LU","Sequence 1","-0.03","",""
"01/01/2024 04:00:00 - 01/01/2024 04:15:00","BZN|DE-LU","Sequence 2","-0.09","",""
"01/01/2024 04:15:00 - 01/01/2024 04:30:00","BZN|DE-LU","Sequence 1","-0.03","",""
"01/01/2024 04:15:00 - 01/01/2024 04:30:00","BZN|DE-LU","Sequence 2","-0.09","",""
"01/01/2024 04:30:00 - 01/01/2024 04:45:00","BZN|DE-LU","Sequence 1","-0.03","",""
"01/01/2024 04:30:00 - 01/01/2024 04:45:00","BZN|DE-LU","Sequence 2","-8.63","",""
"01/01/2024 04:45:00 - 01/01/2024 05:00:00","BZN|DE-LU","Sequence 1","-0.03","",""
"01/01/2024 04:45:00 - 01/01/2024 05:00:00","BZN|DE-LU","Sequence 2","-0.08","",""
"01/01/2024 05:00:00 - 01/01/2024 05:15:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 05:00:00 - 01/01/2024 05:15:00","BZN|DE-LU","Sequence 2","-0.04","",""
"01/01/2024 05:15:00 - 01/01/2024 05:30:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 05:15:00 - 01/01/2024 05:30:00","BZN|DE-LU","Sequence 2","-22.21","",""
"01/01/2024 05:30:00 - 01/01/2024 05:45:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 05:30:00 - 01/01/2024 05:45:00","BZN|DE-LU","Sequence 2","-0.02","",""
"01/01/2024 05:45:00 - 01/01/2024 06:00:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 05:45:00 - 01/01/2024 06:00:00","BZN|DE-LU","Sequence 2","14.91","",""
"01/01/2024 06:00:00 - 01/01/2024 06:15:00","BZN|DE-LU","Sequence 1","-0.05","",""
"01/01/2024 06:00:00 - 01/01/2024 06:15:00","BZN|DE-LU","Sequence 2","14.91","",""
"01/01/2024 06:15:00 - 01/01/2024 06:30:00","BZN|DE-LU","Sequence 1","-0.05","",""
"01/01/2024 06:15:00 - 01/01/2024 06:30:00","BZN|DE-LU","Sequence 2","0.0","",""
"01/01/2024 06:30:00 - 01/01/2024 06:45:00","BZN|DE-LU","Sequence 1","-0.05","",""
"01/01/2024 06:30:00 - 01/01/2024 06:45:00","BZN|DE-LU","Sequence 2","-0.05","",""
"01/01/2024 06:45:00 - 01/01/2024 07:00:00","BZN|DE-LU","Sequence 1","-0.05","",""
"01/01/2024 06:45:00 - 01/01/2024 07:00:00","BZN|DE-LU","Sequence 2","-22.75","",""
"01/01/2024 07:00:00 - 01/01/2024 07:15:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 07:00:00 - 01/01/2024 07:15:00","BZN|DE-LU","Sequence 2","-44.9","",""
"01/01/2024 07:15:00 - 01/01/2024 07:30:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 07:15:00 - 01/01/2024 07:30:00","BZN|DE-LU","Sequence 2","-4.95","",""
"01/01/2024 07:30:00 - 01/01/2024 07:45:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 07:30:00 - 01/01/2024 07:45:00","BZN|DE-LU","Sequence 2","-0.09","",""
"01/01/2024 07:45:00 - 01/01/2024 08:00:00","BZN|DE-LU","Sequence 1","-0.02","",""
"01/01/2024 07:45:00 - 01/01/2024 08:00:00","BZN|DE-LU","Sequence 2","49.9","",""
"01/01/2024 08:00:00 - 01/01/2024 08:15:00","BZN|DE-LU","Sequence 1","0.0","",""
"01/01/2024 08:00:00 - 01/01/2024 08:15:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 08:15:00 - 01/01/2024 08:30:00","BZN|DE-LU","Sequence 1","0.0","",""
"01/01/2024 08:15:00 - 01/01/2024 08:30:00","BZN|DE-LU","Sequence 2","-0.06","",""
"01/01/2024 08:30:00 - 01/01/2024 08:45:00","BZN|DE-LU","Sequence 1","0.0","",""
"01/01/2024 08:30:00 - 01/01/2024 08:45:00","BZN|DE-LU","Sequence 2","-9.91","",""
"01/01/2024 08:45:00 - 01/01/2024 09:00:00","BZN|DE-LU","Sequence 1","0.0","",""
"01/01/2024 08:45:00 - 01/01/2024 09:00:00","BZN|DE-LU","Sequence 2","-4.68","",""
"01/01/2024 09:00:00 - 01/01/2024 09:15:00","BZN|DE-LU","Sequence 1","0.04","",""
"01/01/2024 09:00:00 - 01/01/2024 09:15:00","BZN|DE-LU","Sequence 2","-14.92","",""
"01/01/2024 09:15:00 - 01/01/2024 09:30:00","BZN|DE-LU","Sequence 1","0.04","",""
"01/01/2024 09:15:00 - 01/01/2024 09:30:00","BZN|DE-LU","Sequence 2","-14.92","",""
"01/01/2024 09:30:00 - 01/01/2024 09:45:00","BZN|DE-LU","Sequence 1","0.04","",""
"01/01/2024 09:30:00 - 01/01/2024 09:45:00","BZN|DE-LU","Sequence 2","-0.1","",""
"01/01/2024 09:45:00 - 01/01/2024 10:00:00","BZN|DE-LU","Sequence 1","0.04","",""
"01/01/2024 09:45:00 - 01/01/2024 10:00:00","BZN|DE-LU","Sequence 2","11.62","",""
"01/01/2024 10:00:00 - 01/01/2024 10:15:00","BZN|DE-LU","Sequence 1","0.06","",""
"01/01/2024 10:00:00 - 01/01/2024 10:15:00","BZN|DE-LU","Sequence 2","-17.44","",""
"01/01/2024 10:15:00 - 01/01/2024 10:30:00","BZN|DE-LU","Sequence 1","0.06","",""
"01/01/2024 10:15:00 - 01/01/2024 10:30:00","BZN|DE-LU","Sequence 2","-19.91","",""
"01/01/2024 10:30:00 - 01/01/2024 10:45:00","BZN|DE-LU","Sequence 1","0.06","",""
"01/01/2024 10:30:00 - 01/01/2024 10:45:00","BZN|DE-LU","Sequence 2","13.18","",""
"01/01/2024 10:45:00 - 01/01/2024 11:00:00","BZN|DE-LU","Sequence 1","0.06","",""
"01/01/2024 10:45:00 - 01/01/2024 11:00:00","BZN|DE-LU","Sequence 2","-0.01","",""
"01/01/2024 11:00:00 - 01/01/2024 11:15:00","BZN|DE-LU","Sequence 1","0.54","",""
"01/01/2024 11:00:00 - 01/01/2024 11:15:00","BZN|DE-LU","Sequence 2","8.89","",""
"01/01/2024 11:15:00 - 01/01/2024 11:30:00","BZN|DE-LU","Sequence 1","0.54","",""
"01/01/2024 11:15:00 - 01/01/2024 11:30:00","BZN|DE-LU","Sequence 2","-0.1","",""
"01/01/2024 11:30:00 - 01/01/2024 11:45:00","BZN|DE-LU","Sequence 1","0.54","",""
"01/01/2024 11:30:00 - 01/01/2024 11:45:00","BZN|DE-LU","Sequence 2","-17.41","",""
"01/01/2024 11:45:00 - 01/01/2024 12:00:00","BZN|DE-LU","Sequence 1","0.54","",""
"01/01/2024 11:45:00 - 01/01/2024 12:00:00","BZN|DE-LU","Sequence 2","-17.42","",""
"01/01/2024 12:00:00 - 01/01/2024 12:15:00","BZN|DE-LU","Sequence 1","2.24","",""
"01/01/2024 12:00:00 - 01/01/2024 12:15:00","BZN|DE-LU","Sequence 2","-7.2","",""
"01/01/2024 12:15:00 - 01/01/2024 12:30:00","BZN|DE-LU","Sequence 1","2.24","",""
"01/01/2024 12:15:00 - 01/01/2024 12:30:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 12:30:00 - 01/01/2024 12:45:00","BZN|DE-LU","Sequence 1","2.24","",""
"01/01/2024 12:30:00 - 01/01/2024 12:45:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 12:45:00 - 01/01/2024 13:00:00","BZN|DE-LU","Sequence 1","2.24","",""
"01/01/2024 12:45:00 - 01/01/2024 13:00:00","BZN|DE-LU","Sequence 2","-17.42","",""
"01/01/2024 13:00:00 - 01/01/2024 13:15:00","BZN|DE-LU","Sequence 1","1.96","",""
"01/01/2024 13:00:00 - 01/01/2024 13:15:00","BZN|DE-LU","Sequence 2","-19.9","",""
"01/01/2024 13:15:00 - 01/01/2024 13:30:00","BZN|DE-LU","Sequence 1","1.96","",""
"01/01/2024 13:15:00 - 01/01/2024 13:30:00","BZN|DE-LU","Sequence 2","-7.44","",""
"01/01/2024 13:30:00 - 01/01/2024 13:45:00","BZN|DE-LU","Sequence 1","1.96","",""
"01/01/2024 13:30:00 - 01/01/2024 13:45:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 13:45:00 - 01/01/2024 14:00:00","BZN|DE-LU","Sequence 1","1.96","",""
"01/01/2024 13:45:00 - 01/01/2024 14:00:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 14:00:00 - 01/01/2024 14:15:00","BZN|DE-LU","Sequence 1","1.04","",""
"01/01/2024 14:00:00 - 01/01/2024 14:15:00","BZN|DE-LU","Sequence 2","12.18","",""
"01/01/2024 14:15:00 - 01/01/2024 14:30:00","BZN|DE-LU","Sequence 1","1.04","",""
"01/01/2024 14:15:00 - 01/01/2024 14:30:00","BZN|DE-LU","Sequence 2","-0.05","",""
"01/01/2024 14:30:00 - 01/01/2024 14:45:00","BZN|DE-LU","Sequence 1","1.04","",""
"01/01/2024 14:30:00 - 01/01/2024 14:45:00","BZN|DE-LU","Sequence 2","-14.93","",""
"01/01/2024 14:45:00 - 01/01/2024 15:00:00","BZN|DE-LU","Sequence 1","1.04","",""
"01/01/2024 14:45:00 - 01/01/2024 15:00:00","BZN|DE-LU","Sequence 2","-4.91","",""
"01/01/2024 15:00:00 - 01/01/2024 15:15:00","BZN|DE-LU","Sequence 1","3.66","",""
"01/01/2024 15:00:00 - 01/01/2024 15:15:00","BZN|DE-LU","Sequence 2","-0.07","",""
"01/01/2024 15:15:00 - 01/01/2024 15:30:00","BZN|DE-LU","Sequence 1","3.66","",""
"01/01/2024 15:15:00 - 01/01/2024 15:30:00","BZN|DE-LU","Sequence 2","-0.03","",""
"01/01/2024 15:30:00 - 01/01/2024 15:45:00","BZN|DE-LU","Sequence 1","3.66","",""
"01/01/2024 15:30:00 - 01/01/2024 15:45:00","BZN|DE-LU","Sequence 2","2.6","",""
"01/01/2024 15:45:00 - 01/01/2024 16:00:00","BZN|DE-LU","Sequence 1","3.66","",""
"01/01/2024 15:45:00 - 01/01/2024 16:00:00","BZN|DE-LU","Sequence 2","21.45","",""
"01/01/2024 16:00:00 - 01/01/2024 16:15:00","BZN|DE-LU","Sequence 1","43.06","",""
"01/01/2024 16:00:00 - 01/01/2024 16:15:00","BZN|DE-LU","Sequence 2","-0.01","",""
"01/01/2024 16:15:00 - 01/01/2024 16:30:00","BZN|DE-LU","Sequence 1","43.06","",""
"01/01/2024 16:15:00 - 01/01/2024 16:30:00","BZN|DE-LU","Sequence 2","2.6","",""
"01/01/2024 16:30:00 - 01/01/2024 16:45:00","BZN|DE-LU","Sequence 1","43.06","",""
"01/01/2024 16:30:00 - 01/01/2024 16:45:00","BZN|DE-LU","Sequence 2","20.1","",""
"01/01/2024 16:45:00 - 01/01/2024 17:00:00","BZN|DE-LU","Sequence 1","43.06","",""
"01/01/2024 16:45:00 - 01/01/2024 17:00:00","BZN|DE-LU","Sequence 2","80.97","",""
"01/01/2024 17:00:00 - 01/01/2024 17:15:00","BZN|DE-LU","Sequence 1","49.93","",""
"01/01/2024 17:00:00 - 01/01/2024 17:15:00","BZN|DE-LU","Sequence 2","7.59","",""
"01/01/2024 17:15:00 - 01/01/2024 17:30:00","BZN|DE-LU","Sequence 1","49.93","",""
"01/01/2024 17:15:00 - 01/01/2024 17:30:00","BZN|DE-LU","Sequence 2","17.59","",""
"01/01/2024 17:30:00 - 01/01/2024 17:45:00","BZN|DE-LU","Sequence 1","49.93","",""
"01/01/2024 17:30:00 - 01/01/2024 17:45:00","BZN|DE-LU","Sequence 2","54.31","",""
"01/01/2024 17:45:00 - 01/01/2024 18:00:00","BZN|DE-LU","Sequence 1","49.93","",""
"01/01/2024 17:45:00 - 01/01/2024 18:00:00","BZN|DE-LU","Sequence 2","84.9","",""
"01/01/2024 18:00:00 - 01/01/2024 18:15:00","BZN|DE-LU","Sequence 1","58.0","",""
"01/01/2024 18:00:00 - 01/01/2024 18:15:00","BZN|DE-LU","Sequence 2","77.41","",""
"01/01/2024 18:15:00 - 01/01/2024 18:30:00","BZN|DE-LU","Sequence 1","58.0","",""
"01/01/2024 18:15:00 - 01/01/2024 18:30:00","BZN|DE-LU","Sequence 2","27.59","",""
"01/01/2024 18:30:00 - 01/01/2024 18:45:00","BZN|DE-LU","Sequence 1","58.0","",""
"01/01/2024 18:30:00 - 01/01/2024 18:45:00","BZN|DE-LU","Sequence 2","32.59","",""
"01/01/2024 18:45:00 - 01/01/2024 19:00:00","BZN|DE-LU","Sequence 1","58.0","",""
"01/01/2024 18:45:00 - 01/01/2024 19:00:00","BZN|DE-LU","Sequence 2","27.58","",""
"01/01/2024 19:00:00 - 01/01/2024 19:15:00","BZN|DE-LU","Sequence 1","54.25","",""
"01/01/2024 19:00:00 - 01/01/2024 19:15:00","BZN|DE-LU","Sequence 2","30.09","",""
"01/01/2024 19:15:00 - 01/01/2024 19:30:00","BZN|DE-LU","Sequence 1","54.25","",""
"01/01/2024 19:15:00 - 01/01/2024 19:30:00","BZN|DE-LU","Sequence 2","71.08","",""
"01/01/2024 19:30:00 - 01/01/2024 19:45:00","BZN|DE-LU","Sequence 1","54.25","",""
"01/01/2024 19:30:00 - 01/01/2024 19:45:00","BZN|DE-LU","Sequence 2","25.09","",""
"01/01/2024 19:45:00 - 01/01/2024 20:00:00","BZN|DE-LU","Sequence 1","54.25","",""
"01/01/2024 19:45:00 - 01/01/2024 20:00:00","BZN|DE-LU","Sequence 2","25.05","",""
"01/01/2024 20:00:00 - 01/01/2024 20:15:00","BZN|DE-LU","Sequence 1","48.01","",""
"01/01/2024 20:00:00 - 01/01/2024 20:15:00","BZN|DE-LU","Sequence 2","30.07","",""
"01/01/2024 20:15:00 - 01/01/2024 20:30:00","BZN|DE-LU","Sequence 1","48.01","",""
"01/01/2024 20:15:00 - 01/01/2024 20:30:00","BZN|DE-LU","Sequence 2","79.92","",""
"01/01/2024 20:30:00 - 01/01/2024 20:45:00","BZN|DE-LU","Sequence 1","48.01","",""
"01/01/2024 20:30:00 - 01/01/2024 20:45:00","BZN|DE-LU","Sequence 2","46.43","",""
"01/01/2024 20:45:00 - 01/01/2024 21:00:00","BZN|DE-LU","Sequence 1","48.01","",""
"01/01/2024 20:45:00 - 01/01/2024 21:00:00","BZN|DE-LU","Sequence 2","20.1","",""
"01/01/2024 21:00:00 - 01/01/2024 21:15:00","BZN|DE-LU","Sequence 1","42.95","",""
"01/01/2024 21:00:00 - 01/01/2024 21:15:00","BZN|DE-LU","Sequence 2","79.9","",""
"01/01/2024 21:15:00 - 01/01/2024 21:30:00","BZN|DE-LU","Sequence 1","42.95","",""
"01/01/2024 21:15:00 - 01/01/2024 21:30:00","BZN|DE-LU","Sequence 2","20.09","",""
"01/01/2024 21:30:00 - 01/01/2024 21:45:00","BZN|DE-LU","Sequence 1","42.95","",""
"01/01/2024 21:30:00 - 01/01/2024 21:45:00","BZN|DE-LU","Sequence 2","35.29","",""
"01/01/2024 21:45:00 - 01/01/2024 22:00:00","BZN|DE-LU","Sequence 1","42.95","",""
"01/01/2024 21:45:00 - 01/01/2024 22:00:00","BZN|DE-LU","Sequence 2","15.1","",""
"01/01/2024 22:00:00 - 01/01/2024 22:15:00","BZN|DE-LU","Sequence 1","47.09","",""
"01/01/2024 22:00:00 - 01/01/2024 22:15:00","BZN|DE-LU","Sequence 2","79.91","",""
"01/01/2024 22:15:00 - 01/01/2024 22:30:00","BZN|DE-LU","Sequence 1","47.09","",""
"01/01/2024 22:15:00 - 01/01/2024 22:30:00","BZN|DE-LU","Sequence 2","32.72","",""
"01/01/2024 22:30:00 - 01/01/2024 22:45:00","BZN|DE-LU","Sequence 1","47.09","",""
"01/01/2024 22:30:00 - 01/01/2024 22:45:00","BZN|DE-LU","Sequence 2","15.07","",""
"01/01/2024 22:45:00 - 01/01/2024 23:00:00","BZN|DE-LU","Sequence 1","47.09","",""
"01/01/2024 22:45:00 - 01/01/2024 23:00:00","BZN|DE-LU","Sequence 2","10.08","",""
"01/01/2024 23:00:00 - 01/01/2024 23:15:00","BZN|DE-LU","Sequence 1","35.55","",""
"01/01/2024 23:00:00 - 01/01/2024 23:15:00","BZN|DE-LU","Sequence 2","74.9","",""
"01/01/2024 23:15:00 - 01/01/2024 23:30:00","BZN|DE-LU","Sequence 1","35.55","",""
"01/01/2024 23:15:00 - 01/01/2024 23:30:00","BZN|DE-LU","Sequence 2","15.07","",""
"01/01/2024 23:30:00 - 01/01/2024 23:45:00","BZN|DE-LU","Sequence 1","35.55","",""
"01/01/2024 23:30:00 - 01/01/2024 23:45:00","BZN|DE-LU","Sequence 2","10.08","",""
"01/01/2024 23:45:00 - 02/01/2024 00:00:00","BZN|DE-LU","Sequence 1","35.55","",""
"01/01/2024 23:45:00 - 02/01/2024 00:00:00","BZN|DE-LU","Sequence 2","5.05","",""
"02/01/2024 00:00:00 - 02/01/2024 00:15:00","BZN|DE-LU","Sequence 1","30.59","",""
"02/01/2024 00:00:00 - 02/01/2024 00:15:00","BZN|DE-LU","Sequence 2","74.93","",""
"02/01/2024 00:15:00 - 02/01/2024 00:30:00","BZN|DE-LU","Sequence 1","30.59","",""
"02/01/2024 00:15:00 - 02/01/2024 00:30:00","BZN|DE-LU","Sequence 2","56.11","",""
"02/01/2024 00:30:00 - 02/01/2024 00:45:00","BZN|DE-LU","Sequence 1","30.59","",""
"02/01/2024 00:30:00 - 02/01/2024 00:45:00","BZN|DE-LU","Sequence 2","7.59","",""
"02/01/2024 00:45:00 - 02/01/2024 01:00:00","BZN|DE-LU","Sequence 1","30.59","",""
"02/01/2024 00:45:00 - 02/01/2024 01:00:00","BZN|DE-LU","Sequence 2","5.07","",""
"02/01/2024 01:00:00 - 02/01/2024 01:15:00","BZN|DE-LU","Sequence 1","20.07","",""
"02/01/2024 01:00:00 - 02/01/2024 01:15:00","BZN|DE-LU","Sequence 2","67.42","",""
"02/01/2024 01:15:00 - 02/01/2024 01:30:00","BZN|DE-LU","Sequence 1","20.07","",""
"02/01/2024 01:15:00 - 02/01/2024 01:30:00","BZN|DE-LU","Sequence 2","10.09","",""
"02/01/2024 01:30:00 - 02/01/2024 01:45:00","BZN|DE-LU","Sequence 1","20.07","",""
"02/01/2024 01:30:00 - 02/01/2024 01:45:00","BZN|DE-LU","Sequence 2","40.84","",""
"02/01/2024 01:45:00 - 02/01/2024 02:00:00","BZN|DE-LU","Sequence 1","20.07","",""
"02/01/2024 01:45:00 - 02/01/2024 02:00:00","BZN|DE-LU","Sequence 2","-0.01","",""
"02/01/2024 02:00:00 - 02/01/2024 02:15:00","BZN|DE-LU","Sequence 1","31.03","",""
"02/01/2024 02:00:00 - 02/01/2024 02:15:00","BZN|DE-LU","Sequence 2","42.88","",""
"02/01/2024 02:15:00 - 02/01/2024 02:30:00","BZN|DE-LU","Sequence 1","31.03","",""
"02/01/2024 02:15:00 - 02/01/2024 02:30:00","BZN|DE-LU","Sequence 2","5.1","",""
"02/01/2024 02:30:00 - 02/01/2024 02:45:00","BZN|DE-LU","Sequence 1","31.03","",""
"02/01/2024 02:30:00 - 02/01/2024 02:45:00","BZN|DE-LU","Sequence 2","54.9","",""
"02/01/2024 02:45:00 - 02/01/2024 03:00:00","BZN|DE-LU","Sequence 1","31.03","",""
"02/01/2024 02:45:00 - 02/01/2024 03:00:00","BZN|DE-LU","Sequence 2","0.09","",""
"02/01/2024 03:00:00 - 02/01/2024 03:15:00","BZN|DE-LU","Sequence 1","18.39","",""
"02/01/2024 03:00:00 - 02/01/2024 03:15:00","BZN|DE-LU","Sequence 2","30.18","",""
"02/01/2024 03:15:00 - 02/01/2024 03:30:00","BZN|DE-LU","Sequence 1","18.39","",""
"02/01/2024 03:15:00 - 02/01/2024 03:30:00","BZN|DE-LU","Sequence 2","2.58","",""
"02/01/2024 03:30:00 - 02/01/2024 03:45:00","BZN|DE-LU","Sequence 1","18.39","",""
"02/01/2024 03:30:00 - 02/01/2024 03:45:00","BZN|DE-LU","Sequence 2","2.57","",""
"02/01/2024 03:45:00 - 02/01/2024 04:00:00","BZN|DE-LU","Sequence 1","18.39","",""
"02/01/2024 03:45:00 - 02/01/2024 04:00:00","BZN|DE-LU","Sequence 2","54.91","",""
"02/01/2024 04:00:00 - 02/01/2024 04:15:00","BZN|DE-LU","Sequence 1","11.08","",""
"02/01/2024 04:00:00 - 02/01/2024 04:15:00","BZN|DE-LU","Sequence 2","2.57","",""
"02/01/2024 04:15:00 - 02/01/2024 04:30:00","BZN|DE-LU","Sequence 1","11.08","",""
"02/01/2024 04:15:00 - 02/01/2024 04:30:00","BZN|DE-LU","Sequence 2","2.58","",""
"02/01/2024 04:30:00 - 02/01/2024 04:45:00","BZN|DE-LU","Sequence 1","11.08","",""
"02/01/2024 04:30:00 - 02/01/2024 04:45:00","BZN|DE-LU","Sequence 2","27.41","",""
"02/01/2024 04:45:00 - 02/01/2024 05:00:00","BZN|DE-LU","Sequence 1","11.08","",""
"02/01/2024 04:45:00 - 02/01/2024 05:00:00","BZN|DE-LU","Sequence 2","57.45","",""
"02/01/2024 05:00:00 - 02/01/2024 05:15:00","BZN|DE-LU","Sequence 1","13.78","",""
"02/01/2024 05:00:00 - 02/01/2024 05:15:00","BZN|DE-LU","Sequence 2","-24.98","",""
"02/01/2024 05:15:00 - 02/01/2024 05:30:00","BZN|DE-LU","Sequence 1","13.78","",""
"02/01/2024 05:15:00 - 02/01/2024 05:30:00","BZN|DE-LU","Sequence 2","-0.06","",""
"02/01/2024 05:30:00 - 02/01/2024 05:45:00","BZN|DE-LU","Sequence 1","13.78","",""
"02/01/2024 05:30:00 - 02/01/2024 05:45:00","BZN|DE-LU","Sequence 2","5.09","",""
"02/01/2024 05:45:00 - 02/01/2024 06:00:00","BZN|DE-LU","Sequence 1","13.78","",""
"02/01/2024 05:45:00 - 02/01/2024 06:00:00","BZN|DE-LU","Sequence 2","152.11","",""
"02/01/2024 06:00:00 - 02/01/2024 06:15:00","BZN|DE-LU","Sequence 1","47.63","",""
"02/01/2024 06:00:00 - 02/01/2024 06:15:00","BZN|DE-LU","Sequence 2","-4.9","",""
"02/01/2024 06:15:00 - 02/01/2024 06:30:00","BZN|DE-LU","Sequence 1","47.63","",""
"02/01/2024 06:15:00 - 02/01/2024 06:30:00","BZN|DE-LU","Sequence 2","37.54","",""
"02/01/2024 06:30:00 - 02/01/2024 06:45:00","BZN|DE-LU","Sequence 1","47.63","",""
"02/01/2024 06:30:00 - 02/01/2024 06:45:00","BZN|DE-LU","Sequence 2","69.91","",""
"02/01/2024 06:45:00 - 02/01/2024 07:00:00","BZN|DE-LU","Sequence 1","47.63","",""
"02/01/2024 06:45:00 - 02/01/2024 07:00:00","BZN|DE-LU","Sequence 2","84.92","",""
"02/01/2024 07:00:00 - 02/01/2024 07:15:00","BZN|DE-LU","Sequence 1","58.1","",""
"02/01/2024 07:00:00 - 02/01/2024 07:15:00","BZN|DE-LU","Sequence 2","54.94","",""
"02/01/2024 07:15:00 - 02/01/2024 07:30:00","BZN|DE-LU","Sequence 1","58.1","",""
"02/01/2024 07:15:00 - 02/01/2024 07:30:00","BZN|DE-LU","Sequence 2","69.97","",""
"02/01/2024 07:30:00 - 02/01/2024 07:45:00","BZN|DE-LU","Sequence 1","58.1","",""
"02/01/2024 07:30:00 - 02/01/2024 07:45:00","BZN|DE-LU","Sequence 2","84.97","",""
"02/01/2024 07:45:00 - 02/01/2024 08:00:00","BZN|DE-LU","Sequence 1","58.1","",""
"02/01/2024 07:45:00 - 02/01/2024 08:00:00","BZN|DE-LU","Sequence 2","110.05","",""
"02/01/2024 08:00:00 - 02/01/2024 08:15:00","BZN|DE-LU","Sequence 1","65.67","",""
"02/01/2024 08:00:00 - 02/01/2024 08:15:00","BZN|DE-LU","Sequence 2","20.1","",""
"02/01/2024 08:15:00 - 02/01/2024 08:30:00","BZN|DE-LU","Sequence 1","65.67","",""
"02/01/2024 08:15:00 - 02/01/2024 08:30:00","BZN|DE-LU","Sequence 2","82.41","",""
